Unnamed: 0,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,over18,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,remotework
1081,22.0,no,non-travel,290.03550973654063,desconocido,26,2,Other,1082,2,male,69.53208262471655,2,1,research_scientist,3,Married,2342.59,6090.75,1,Y,desconocido,14,3.0,2,desconocido,0,4.0,2,2.0,4,1,3,2001,53914.11,1
1082,32.0,no,desconocido,341.7142857142857,desconocido,5,4,desconocido,1083,2,male,42.71428571428572,4,1,research_scientist,4,Married,2760.0,7176.0,3,Y,No,17,3.0,4,Full Time,2,6.0,3,3.0,3,0,2,1991,33120.0,1
1083,31.0,no,travel_frequently,556.2566609977324,desconocido,2,4,desconocido,1084,4,female,69.53208262471655,3,2,sales_executive,1,Single,4492.84,11681.39,7,desconocido,desconocido,13,3.0,4,desconocido,0,10.0,3,3.0,5,0,3,1992,53914.11,0
1084,36.0,no,travel_rarely,556.2566609977324,desconocido,12,4,Life Sciences,1085,3,male,69.53208262471655,3,2,manufacturing_director,3,Married,4492.84,11681.39,9,desconocido,Yes,12,3.0,2,Part Time,2,7.0,2,3.0,3,1,1,1987,53914.11,yes
1085,21.0,no,desconocido,321.59523809523813,desconocido,19,1,Medical,1086,3,female,40.199404761904766,3,1,research_scientist,4,Single,4492.84,6753.5,1,Y,No,18,3.0,3,Full Time,0,10.0,2,3.0,2,2,2,2002,31170.0,0
1086,47.0,no,desconocido,1973.9841269841268,desconocido,26,4,desconocido,1087,4,male,69.53208262471655,3,5,manager,3,Married,15943.72,41453.67,3,Y,No,11,3.0,3,Full Time,1,27.0,2,3.0,5,1,0,1976,191324.62,false
1087,39.0,no,desconocido,556.2566609977324,desconocido,4,3,Medical,1088,1,male,69.53208262471655,3,2,manufacturing_director,3,desconocido,4492.84,11681.39,0,Y,No,13,3.0,4,Part Time,0,10.0,2,1.0,9,3,8,1984,53914.11,true
1088,40.0,no,desconocido,1032.4872861766066,desconocido,16,3,desconocido,1089,3,male,69.53208262471655,3,3,manufacturing_director,4,desconocido,8339.32,21682.23,6,desconocido,desconocido,15,3.0,4,Part Time,0,18.0,2,2.0,4,3,3,1983,100071.84,1
1089,48.0,no,travel_frequently,1568.4603174603176,desconocido,4,5,desconocido,1090,3,female,69.53208262471655,2,4,manager,4,desconocido,4492.84,32937.67,2,Y,No,25,4.0,2,Full Time,1,10.0,3,3.0,2,2,2,1975,152020.0,1
1090,35.0,yes,desconocido,556.2566609977324,desconocido,10,2,Medical,1091,1,female,69.53208262471655,1,2,sales_executive,4,desconocido,4492.84,11681.39,6,Y,Yes,14,3.0,4,Part Time,2,10.0,2,2.0,2,2,2,1988,53914.11,false
1091,27.0,no,travel_rarely,290.03550973654063, Research & Development ,8,3,Medical,1092,2,male,69.53208262471655,4,1,research_scientist,3,desconocido,2342.59,6090.75,7,desconocido,desconocido,17,3.0,1,Part Time,0,5.0,0,3.0,3,0,2,1996,28111.13,0
1092,27.0,no,desconocido,266.1904761904762,desconocido,2,3,Medical,1093,4,female,69.53208262471655,3,1,research_scientist,4,Single,2150.0,5590.0,2,Y,No,13,3.0,3,Part Time,0,10.0,0,2.0,4,1,2,1996,25800.0,yes
1093,40.0,yes,travel_rarely,223.47619047619048,desconocido,7,3,desconocido,1094,1,female,69.53208262471655,3,1,laboratory_technician,1,desconocido,1805.0,4693.0,3,desconocido,Yes,14,3.0,2,Part Time,0,10.0,3,1.0,4,0,3,1983,21660.0,1
1094,29.0,no,desconocido,556.2566609977324,desconocido,10,3,desconocido,1095,3,female,69.53208262471655,2,2,sales_executive,3,Single,4492.84,11681.39,9,Y,No,11,3.0,3,Part Time,0,10.0,2,3.0,5,1,4,1994,53914.11,1
1095,36.0,no,desconocido,1032.4872861766066,desconocido,5,4,Life Sciences,1096,2,male,69.53208262471655,3,3,healthcare_representative,1,Married,4492.84,21682.23,4,desconocido,No,12,3.0,3,Part Time,2,9.0,6,3.0,3,0,2,1987,100071.84,yes
1096,49.0,no,travel_rarely,1582.7713464696226,desconocido,22,4,Other,1097,1,male,69.53208262471655,3,4,research_director,2,Married,12783.92,33238.2,3,desconocido,desconocido,16,3.0,2,Full Time,2,27.0,2,3.0,4,1,2,1974,153407.07,true
1097,20.0,no,travel_rarely,290.03550973654063,desconocido,13,3,Medical,1098,3,male,69.53208262471655,3,1,sales_representative,3,Single,2342.59,6090.75,1,desconocido,desconocido,19,3.0,1,Part Time,0,2.0,3,3.0,2,2,2,2003,28111.13,true
1098,36.0,no,non-travel,451.28571428571433, Research & Development ,1,4,desconocido,1099,4,male,69.53208262471655,2,2,manufacturing_director,3,desconocido,3645.0,9477.0,0,desconocido,desconocido,15,3.0,3,Part Time,0,4.0,6,3.0,3,1,2,1987,43740.0,1
1099,33.0,no,travel_rarely,567.9761904761905,desconocido,2,4,desconocido,1100,4,female,69.53208262471655,3,2,sales_executive,4,desconocido,4587.5,11927.5,1,Y,desconocido,14,3.0,3,Full Time,2,6.0,5,3.0,6,0,4,1990,55050.0,true
1100,49.0,no,desconocido,266.91269841269843,desconocido,16,3,Medical,1101,4,male,69.53208262471655,3,1,laboratory_technician,1,Divorced,2155.83,5605.17,4,Y,desconocido,16,3.0,2,desconocido,1,17.0,2,2.0,2,2,2,1974,53914.11,1
1101,47.0,no,travel_rarely,1647.9047619047622,desconocido,2,4,Life Sciences,1102,2,male,69.53208262471655,4,4,manager,2,desconocido,13310.0,34606.0,6,desconocido,desconocido,14,3.0,3,Full Time,3,29.0,2,3.0,3,1,2,1976,159720.0,true
1102,20.0,no,travel_rarely,290.03550973654063,desconocido,9,1,desconocido,1103,4,female,69.53208262471655,3,1,sales_representative,1,desconocido,2342.59,6090.75,1,Y,No,11,3.0,1,desconocido,0,10.0,3,3.0,2,0,2,2003,53914.11,1
1103,36.0,no,travel_rarely,556.2566609977324,desconocido,26,4,desconocido,1104,1,female,69.53208262471655,3,2,healthcare_representative,3,Married,4492.84,11681.39,6,Y,No,14,3.0,2,Part Time,2,10.0,2,2.0,3,0,2,1987,53914.11,false
1104,44.0,no,travel_rarely,290.03550973654063, Human Resources ,1,3,desconocido,1105,3,male,36.25443871706758,3,1,human_resources,4,desconocido,4492.84,6090.75,4,Y,Yes,18,3.0,1,Part Time,3,8.0,2,3.0,2,2,2,1979,28111.13,false
1105,55.0,no,desconocido,290.03550973654063,desconocido,12,3,Technical Degree,1106,12,female,69.53208262471655,2,1,research_scientist,2,Divorced,2342.59,6090.75,5,desconocido,No,12,3.0,4,Part Time,1,8.0,1,3.0,4,1,2,1968,28111.13,true
1106,23.0,yes,desconocido,290.03550973654063,desconocido,7,3,Life Sciences,1107,3,female,36.25443871706758,3,1,sales_representative,4,Divorced,2342.59,6090.75,1,desconocido,Yes,21,4.0,2,Part Time,1,3.0,2,3.0,3,0,2,2000,28111.13,false
1107,26.0,no,desconocido,237.8174603174603,desconocido,17,4,desconocido,1108,4,female,29.727182539682538,1,1,laboratory_technician,3,desconocido,4492.84,4994.17,1,desconocido,No,15,3.0,3,Part Time,3,10.0,3,4.0,3,0,2,1997,23050.0,1
1108,32.0,no,travel_frequently,354.1984126984127,desconocido,10,3,desconocido,1109,1,female,69.53208262471655,3,1,research_scientist,3,Married,2860.83,7438.17,6,desconocido,desconocido,13,3.0,1,desconocido,1,10.0,3,2.0,5,1,3,1991,53914.11,yes
1109,31.0,no,desconocido,358.73809523809524,desconocido,2,4,Life Sciences,1110,2,female,69.53208262471655,3,1,laboratory_technician,3,Married,2897.5,7533.5,1,desconocido,desconocido,14,3.0,4,Full Time,1,6.0,2,4.0,5,0,3,1992,34770.0,0
1110,41.0,no,non-travel,556.2566609977324, Human Resources ,4,3,Human Resources,1111,3,female,69.53208262471655,1,2,human_resources,2,Married,4492.84,11681.39,6,desconocido,No,19,3.0,2,desconocido,1,10.0,4,3.0,3,1,2,1982,53914.11,false
1111,24.0,no,travel_rarely,403.1031746031746,desconocido,29,1,Medical,1112,2,female,50.38789682539682,3,1,laboratory_technician,1,desconocido,3255.83,8465.17,1,desconocido,No,13,3.0,2,Full Time,3,6.0,2,4.0,6,1,2,1999,39070.0,yes
1112,36.0,yes,desconocido,556.2566609977324,desconocido,13,5,Marketing,1113,2,female,69.53208262471655,2,2,sales_executive,1,desconocido,4492.84,11681.39,5,desconocido,Yes,13,3.0,2,Part Time,3,16.0,3,3.0,2,2,2,1987,53914.11,1
1113,23.0,no,desconocido,290.03550973654063,desconocido,4,1,desconocido,1114,3,male,69.53208262471655,3,1,laboratory_technician,2,Single,2342.59,6090.75,1,desconocido,No,13,3.0,3,Part Time,0,3.0,3,1.0,3,1,2,2000,28111.13,0
1114,24.0,no,desconocido,290.03550973654063,desconocido,35,3,Medical,1115,35,female,69.53208262471655,3,1,human_resources,4,Marreid,2342.59,6090.75,0,desconocido,No,14,3.0,4,Part Time,1,3.0,2,3.0,2,2,1,1999,28111.13,false
1115,30.0,yes,travel_frequently,290.03550973654063,desconocido,42,3,desconocido,1116,3,male,69.53208262471655,2,1,human_resources,4,Divorced,2342.59,6090.75,6,Y,No,11,3.0,3,desconocido,1,10.0,0,2.0,4,1,2,1993,53914.11,false
1116,31.0,no,desconocido,556.2566609977324,desconocido,5,3,desconocido,1117,1,female,69.53208262471655,3,2,sales_executive,3,desconocido,4492.84,11681.39,1,desconocido,No,19,3.0,3,desconocido,1,6.0,3,3.0,5,0,2,1992,53914.11,yes
1117,27.0,no,desconocido,355.43650793650795,desconocido,48,3,desconocido,1118,48,male,44.42956349206349,3,1,research_scientist,4,desconocido,2870.83,7464.17,1,Y,desconocido,11,3.0,3,Full Time,0,6.0,5,2.0,6,1,4,1996,34450.0,false
1118,29.0,yes,travel_rarely,284.7619047619048,desconocido,9,3,desconocido,1119,2,male,35.595238095238095,1,1,sales_representative,2,Single,2300.0,5980.0,1,desconocido,desconocido,13,3.0,3,Part Time,0,2.0,3,3.0,2,2,2,1994,27600.0,1
1119,29.0,no,desconocido,649.3809523809524,desconocido,1,3,desconocido,1120,4,female,81.17261904761905,4,2,healthcare_representative,3,desconocido,5245.0,13637.0,8,desconocido,Yes,12,3.0,4,Full Time,0,10.0,5,4.0,3,0,2,1994,62940.0,false
1120,53.0,no,desconocido,1582.7713464696226,desconocido,31,4,desconocido,1121,1,male,69.53208262471655,2,4,manufacturing_director,3,Married,4492.84,33238.2,4,Y,Yes,20,4.0,4,Full Time,3,27.0,2,2.0,3,0,2,1970,153407.07,true
1121,34.0,no,travel_rarely,556.2566609977324,desconocido,3,2,desconocido,1122,4,male,69.53208262471655,1,2,sales_executive,4,desconocido,4492.84,11681.39,5,desconocido,No,12,3.0,1,desconocido,0,10.0,3,3.0,2,2,2,1989,53914.11,true
1122,51.0,no,travel_rarely,1353.2380952380954,desconocido,3,3,desconocido,1123,1,male,69.53208262471655,3,3,manager,3,Married,10930.0,28418.0,2,desconocido,No,11,3.0,4,desconocido,0,10.0,2,3.0,2,2,2,1972,53914.11,1
1123,37.0,no,travel_rarely,556.2566609977324, Sales ,9,2,Marketing,1124,2,female,69.53208262471655,2,2,sales_executive,2,desconocido,4492.84,11681.39,1,desconocido,No,14,3.0,1,Part Time,2,10.0,2,3.0,5,0,3,1986,53914.11,false
1124,46.0,no,desconocido,556.2566609977324,desconocido,26,2,Life Sciences,1125,2,female,69.53208262471655,2,2,sales_executive,2,desconocido,4492.84,11681.39,8,desconocido,desconocido,15,3.0,3,Part Time,0,6.0,3,3.0,2,2,2,1977,53914.11,false
1125,43.0,no,non-travel,290.03550973654063, Research & Development ,9,3,desconocido,1126,1,female,69.53208262471655,3,1,research_scientist,3,desconocido,2342.59,6090.75,4,desconocido,No,13,3.0,3,desconocido,0,10.0,2,2.0,3,1,2,1980,53914.11,1
1126,41.0,no,travel_rarely,556.2566609977324,desconocido,35,3,desconocido,1127,35,female,69.53208262471655,4,2,healthcare_representative,2,Single,4492.84,11681.39,3,Y,desconocido,12,3.0,1,Part Time,0,10.0,3,1.0,3,1,2,1982,53914.11,false
1127,31.0,no,desconocido,1032.4872861766066,desconocido,7,4,desconocido,1128,1,male,69.53208262471655,3,3,sales_executive,1,desconocido,8339.32,21682.23,2,Y,No,14,3.0,4,Part Time,2,9.0,3,3.0,3,2,2,1992,100071.84,false
1128,28.0,no,travel_rarely,370.5,desconocido,1,3,Medical,1129,3,male,69.53208262471655,3,1,research_scientist,1,desconocido,2992.5,7780.5,1,Y,No,25,4.0,3,desconocido,1,10.0,3,3.0,3,1,2,1995,53914.11,false
1129,38.0,no,desconocido,557.6587301587302, Sales ,2,4,desconocido,1130,2,male,69.53208262471655,1,2,sales_representative,4,desconocido,4504.17,11710.83,2,Y,Yes,20,4.0,1,Full Time,2,20.0,4,2.0,4,0,3,1985,54050.0,yes
1130,58.0,no,travel_frequently,1582.7713464696226, Research & Development ,15,4,Life Sciences,1131,1,female,197.8464183087028,3,4,research_director,3,Married,12783.92,33238.2,2,desconocido,desconocido,14,3.0,2,Full Time,0,23.0,3,3.0,2,2,2,1965,153407.07,yes
1131,29.0,yes,travel_rarely,290.03550973654063,desconocido,13,3,desconocido,1132,1,female,69.53208262471655,2,1,human_resources,1,Divorced,2342.59,6090.75,4,desconocido,desconocido,15,3.0,4,Part Time,3,10.0,3,3.0,2,2,0,1994,28111.13,false
1132,47.0,no,travel_rarely,217.1825396825397,desconocido,9,4,Life Sciences,1133,2,male,69.53208262471655,3,1,laboratory_technician,3,Single,1754.17,4560.83,4,Y,desconocido,12,3.0,3,Part Time,0,10.0,2,3.0,2,2,0,1976,21050.0,false
1133,28.0,no,desconocido,290.03550973654063,desconocido,1,2,Life Sciences,1134,3,female,69.53208262471655,3,1,human_resources,4,desconocido,4492.84,6090.75,1,Y,desconocido,15,3.0,2,Part Time,1,3.0,2,3.0,3,2,2,1995,28111.13,true
1134,32.0,yes,travel_rarely,556.2566609977324, Sales ,2,4,Marketing,1135,3,female,69.53208262471655,2,2,sales_executive,2,desconocido,4492.84,11681.39,7,desconocido,Yes,12,3.0,3,Part Time,0,7.0,3,2.0,2,2,2,1991,53914.11,1
1135,39.0,no,travel_rarely,402.5873015873016,desconocido,19,4,desconocido,1136,4,female,69.53208262471655,3,2,research_scientist,4,desconocido,3251.67,8454.33,8,desconocido,desconocido,14,3.0,2,desconocido,3,7.0,2,3.0,2,2,2,1984,39020.0,true
1136,55.0,no,travel_rarely,274.6507936507937,desconocido,2,4,desconocido,1137,2,female,69.53208262471655,2,1,research_scientist,4,desconocido,2218.33,5767.67,8,desconocido,desconocido,20,4.0,2,desconocido,1,10.0,2,4.0,5,0,4,1968,53914.11,0
1137,29.0,no,desconocido,212.7460317460317,desconocido,7,3,Life Sciences,1138,4,female,69.53208262471655,3,1,laboratory_technician,1,Single,4492.84,4467.67,3,Y,desconocido,14,3.0,2,Part Time,0,10.0,2,3.0,3,1,2,1994,20620.0,yes
1138,35.0,no,desconocido,556.2566609977324,desconocido,16,2,Other,1139,16,male,69.53208262471655,2,2,manufacturing_director,2,Marreid,4492.84,11681.39,0,desconocido,desconocido,11,3.0,4,Part Time,0,4.0,2,3.0,3,0,2,1988,53914.11,false
1139,34.0,yes,non-travel,290.03550973654063,desconocido,16,4,Technical Degree,1140,4,female,69.53208262471655,1,1,research_scientist,1,desconocido,4492.84,6090.75,1,desconocido,desconocido,23,4.0,2,Part Time,1,10.0,2,3.0,5,3,0,1989,28111.13,true
1140,56.0,yes,travel_rarely,266.91269841269843,desconocido,24,2,desconocido,1141,1,female,69.53208262471655,3,1,laboratory_technician,4,Single,2155.83,5605.17,1,desconocido,No,16,3.0,4,Part Time,0,5.0,3,3.0,4,1,0,1967,25870.0,1
1141,36.0,no,desconocido,568.1825396825396,desconocido,17,2,Marketing,1142,3,female,71.02281746031746,2,2,sales_executive,2,desconocido,4589.17,11931.83,2,Y,desconocido,16,3.0,3,Full Time,2,10.0,1,1.0,4,1,3,1987,55070.0,yes
1142,31.0,no,desconocido,556.2566609977324,desconocido,10,2,desconocido,1143,3,male,69.53208262471655,3,2,sales_executive,4,Divorced,4492.84,11681.39,2,Y,Yes,11,3.0,4,Part Time,1,10.0,2,3.0,5,1,4,1992,53914.11,0
1143,34.0,no,desconocido,836.0238095238095,desconocido,3,1,desconocido,1144,4,male,104.5029761904762,2,2,sales_executive,4,Married,6752.5,17556.5,3,desconocido,Yes,12,3.0,3,Full Time,0,9.0,3,2.0,4,0,1,1989,81030.0,1
1144,31.0,no,travel_rarely,410.4285714285714,desconocido,4,3,desconocido,1145,1,male,51.30357142857143,4,1,laboratory_technician,3,Divorced,3315.0,8619.0,8,desconocido,No,12,3.0,2,Full Time,1,4.0,0,2.0,2,2,2,1992,39780.0,false
1145,45.0,no,travel_frequently,557.0396825396825,desconocido,1,4,Medical,1146,2,female,69.53208262471655,3,2,healthcare_representative,3,Single,4499.17,11697.83,4,Y,No,12,3.0,3,Full Time,0,12.0,3,3.0,4,0,3,1978,53990.0,yes
1146,39.0,no,desconocido,556.2566609977324,desconocido,21,4,desconocido,1147,1,male,69.53208262471655,1,2,sales_executive,3,desconocido,4492.84,11681.39,6,Y,desconocido,19,3.0,3,Part Time,1,10.0,1,3.0,3,1,2,1984,53914.11,false
1147,38.0,no,travel_rarely,290.03550973654063,desconocido,9,2,desconocido,1148,2,female,69.53208262471655,3,1,research_scientist,4,Divorced,2342.59,6090.75,2,desconocido,No,19,3.0,4,Part Time,2,10.0,0,4.0,5,0,3,1985,28111.13,false
1148,31.0,no,desconocido,290.03550973654063,desconocido,3,2,desconocido,1149,3,female,69.53208262471655,3,1,research_scientist,1,Divorced,2342.59,6090.75,1,Y,desconocido,13,3.0,4,desconocido,1,4.0,3,3.0,4,2,3,1992,28111.13,yes
1149,53.0,yes,desconocido,1077.968253968254,desconocido,24,4,Life Sciences,1150,1,female,69.53208262471655,3,3,sales_executive,1,desconocido,8706.67,22637.33,6,Y,Yes,13,3.0,2,desconocido,0,15.0,2,2.0,2,2,2,1970,53914.11,true
1150,38.0,no,travel_frequently,290.03550973654063, Human Resources ,1,4,Other,1151,4,female,69.53208262471655,3,1,human_resources,2,desconocido,2342.59,6090.75,0,Y,Yes,11,3.0,2,Part Time,1,10.0,2,3.0,6,1,2,1985,28111.13,0
1151,54.0,no,desconocido,458.0952380952381,desconocido,10,3,desconocido,1152,3,male,69.53208262471655,3,2,manufacturing_director,1,Single,3700.0,9620.0,6,Y,Yes,19,3.0,4,Part Time,0,9.0,3,3.0,5,1,4,1969,44400.0,false
1152,23.0,no,desconocido,290.03550973654063,desconocido,12,2,desconocido,1153,4,female,36.25443871706758,3,1,laboratory_technician,4,Single,2342.59,6090.75,1,desconocido,No,13,3.0,3,Part Time,0,10.0,6,4.0,5,1,4,2000,28111.13,1
1153,25.0,no,desconocido,290.03550973654063,desconocido,2,1,Other,1154,4,female,36.25443871706758,3,1,laboratory_technician,3,desconocido,2342.59,6090.75,6,Y,desconocido,19,3.0,3,Part Time,1,10.0,2,2.0,2,0,2,1998,28111.13,1
1154,31.0,no,desconocido,290.03550973654063,desconocido,2,2,Life Sciences,1155,1,female,69.53208262471655,3,1,sales_representative,3,desconocido,2342.59,6090.75,0,desconocido,No,19,3.0,3,desconocido,1,10.0,1,3.0,2,1,2,1992,28111.13,1
1155,35.0,no,travel_rarely,274.44444444444446,desconocido,11,4,Medical,1156,4,female,34.30555555555556,3,1,laboratory_technician,3,Married,2216.67,5763.33,7,Y,Yes,11,3.0,3,Part Time,1,10.0,3,3.0,2,2,2,1988,26600.0,true
1156,22.0,no,desconocido,348.2142857142857, Research & Development ,1,2,desconocido,1157,4,female,69.53208262471655,3,1,research_scientist,3,desconocido,2812.5,7312.5,0,desconocido,No,12,3.0,4,Full Time,0,10.0,2,4.0,3,1,2,2001,33750.0,1
1157,32.0,no,travel_rarely,290.03550973654063,desconocido,29,4,desconocido,1158,3,male,69.53208262471655,2,1,laboratory_technician,2,Single,2342.59,6090.75,1,desconocido,desconocido,13,3.0,3,Part Time,0,6.0,3,3.0,6,4,1,1991,28111.13,false
1158,32.0,no,desconocido,234.10317460317464,desconocido,36,4,desconocido,1159,2,female,69.53208262471655,2,1,sales_representative,2,desconocido,1890.83,4916.17,0,Y,desconocido,14,3.0,2,Part Time,1,10.0,2,3.0,2,2,2,1991,22690.0,yes
1159,21.0,no,travel_rarely,290.03550973654063, Sales ,5,1,Medical,1160,3,female,69.53208262471655,3,1,sales_representative,1,Single,2342.59,6090.75,1,desconocido,desconocido,11,3.0,4,Part Time,0,10.0,6,3.0,2,1,2,2002,28111.13,true
1160,36.0,no,desconocido,556.2566609977324,desconocido,13,2,Life Sciences,1161,13,male,69.53208262471655,3,2,manufacturing_director,2,desconocido,4492.84,11681.39,7,Y,No,13,3.0,2,Part Time,3,18.0,3,3.0,4,0,2,1987,53914.11,true
1161,29.0,yes,travel_rarely,493.8968253968254,desconocido,38,4,desconocido,1162,38,female,69.53208262471655,3,1,research_scientist,4,Marreid,4492.84,10371.83,9,Y,desconocido,14,3.0,2,Full Time,3,4.0,3,4.0,2,2,2,1994,47870.0,yes
1162,32.0,no,travel_rarely,290.03550973654063,desconocido,2,3,Technical Degree,1163,4,female,36.25443871706758,3,1,research_scientist,1,desconocido,4492.84,6090.75,1,desconocido,No,14,3.0,4,Part Time,0,10.0,4,3.0,4,1,2,1991,28111.13,true
1163,40.0,no,travel_rarely,289.8174603174603,desconocido,2,4,desconocido,1164,3,female,36.22718253968254,2,1,research_scientist,3,desconocido,2340.83,6086.17,2,Y,No,14,3.0,4,Part Time,0,8.0,2,3.0,2,2,2,1983,28090.0,yes
1164,35.0,no,travel_frequently,556.2566609977324,desconocido,18,4,Life Sciences,1165,3,female,69.53208262471655,3,2,healthcare_representative,3,desconocido,4492.84,11681.39,1,desconocido,desconocido,14,3.0,4,Part Time,2,10.0,2,4.0,10,0,2,1988,53914.11,0
1165,50.0,yes,travel_rarely,1119.857142857143, Sales ,40,3,Marketing,1166,4,female,69.53208262471655,2,3,sales_executive,1,desconocido,9045.0,23517.0,4,Y,desconocido,13,3.0,2,desconocido,1,20.0,3,3.0,3,2,0,1973,53914.11,yes
1166,26.0,no,desconocido,290.03550973654063,desconocido,5,3,Other,1167,4,male,69.53208262471655,2,1,sales_representative,3,Single,2342.59,6090.75,0,Y,No,18,3.0,4,Part Time,0,10.0,2,3.0,4,0,0,1997,28111.13,yes
1167,36.0,no,travel_frequently,265.2619047619048,desconocido,23,2,Medical,1168,3,female,33.157738095238095,4,2,laboratory_technician,4,desconocido,2142.5,5570.5,4,Y,No,17,3.0,3,Part Time,1,17.0,3,3.0,5,0,3,1987,25710.0,false
1168,27.0,no,travel_rarely,633.6984126984128,desconocido,4,3,Life Sciences,1169,2,female,69.53208262471655,4,2,manufacturing_director,2,desconocido,4492.84,13307.67,1,Y,Yes,20,4.0,2,desconocido,1,6.0,0,3.0,6,0,3,1996,61420.0,0
1169,33.0,no,desconocido,257.5238095238095,desconocido,2,3,Medical,1170,3,female,69.53208262471655,3,1,laboratory_technician,4,desconocido,4492.84,5408.0,4,desconocido,No,11,3.0,4,Part Time,0,7.0,3,3.0,1,0,0,1990,24960.0,0
1170,36.0,no,desconocido,352.75396825396825,desconocido,5,4,Life Sciences,1171,2,male,69.53208262471655,2,1,research_scientist,1,Married,2849.17,7407.83,9,desconocido,Yes,14,3.0,4,Full Time,1,10.0,3,4.0,1,0,0,1987,34190.0,yes
1171,31.0,no,desconocido,258.03968253968253, Research & Development ,1,4,Medical,1172,3,female,32.25496031746032,3,1,research_scientist,2,Single,2084.17,5418.83,1,desconocido,No,17,3.0,2,Part Time,0,1.0,4,3.0,1,1,0,1992,25010.0,true
1172,22.0,no,travel_rarely,290.03550973654063, Research & Development ,2,1,Technical Degree,1173,3,female,36.25443871706758,3,1,laboratory_technician,4,desconocido,4492.84,6090.75,0,Y,desconocido,14,3.0,3,Part Time,1,3.0,2,3.0,2,2,1,2001,28111.13,yes
